pickup_t,pickup_location_id,dropoff_t,dropoff_location_id,trip_distance,fare_amount,mta_tax,tolls_amount,tip_amount,total_amount,extra,trip_time
3.0,223,3.0,223,0.74,4.5,0.5,0.0,1.74,7.54,0.7999999999999998,3.233333333333327
3.0,42,3.0,42,0.1,2.5,0.5,0.0,0.0,3.8,0.7999999999999998,0.5833333333333357
5.0,41,5.0,42,0.67,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,3.4833333333333343
2.0,7,3.0,223,1.7,7.5,0.5,0.0,3.0,11.8,0.8000000000000007,8.166666666666668
3.0,7,3.0,7,0.7,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.5333333333333314
2.0,74,4.0,47,3.44,12.0,0.5,0.0,0.0,13.3,0.8000000000000007,12.083333333333336
0.0,112,1.0,112,0.7,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.9499999999999993
1.0,112,2.0,80,1.1,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.033333333333333
3.0,83,4.0,95,2.35,10.5,0.5,0.0,2.36,14.16,0.8000000000000007,11.150000000000006
0.0,65,1.0,89,3.81,14.0,0.5,0.0,1.0,16.3,0.8000000000000007,13.566666666666666
2.0,223,2.0,223,0.0,2.5,0.5,0.0,0.0,3.8,0.7999999999999998,0.13333333333333286
4.0,223,5.0,129,3.28,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,14.133333333333333
3.0,255,3.0,112,0.65,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,2.6999999999999957
5.0,255,5.0,80,0.52,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.9666666666666615
4.0,25,143.0,25,0.67,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,1388.0666666666666
5.0,65,6.0,189,1.82,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,9.216666666666669
4.0,83,5.0,129,1.55,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,8.25
5.0,82,6.0,83,1.36,6.5,0.5,0.0,1.56,9.36,0.7999999999999989,5.31666666666667
3.0,24,4.0,74,2.24,10.0,0.5,0.0,2.26,13.56,0.8000000000000007,10.033333333333335
2.0,25,2.0,181,0.84,5.0,0.5,0.0,1.89,8.19,0.7999999999999998,3.216666666666665
5.0,25,6.0,26,5.65,18.5,0.5,0.0,0.0,19.8,0.8000000000000007,16.266666666666666
0.0,25,2.0,17,3.27,14.5,0.5,0.0,0.0,15.8,0.8000000000000007,18.583333333333336
5.0,25,7.0,225,3.46,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,13.416666666666671
4.0,41,4.0,50,3.37,11.5,0.5,0.0,0.0,12.8,0.8000000000000007,9.850000000000001
0.0,134,1.0,216,3.2,10.5,0.5,0.0,2.35,14.15,0.8000000000000007,6.966666666666668
4.0,255,4.0,112,0.97,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.633333333333333
3.0,255,4.0,255,0.72,5.0,0.5,0.0,1.26,7.56,0.7999999999999998,4.450000000000003
4.0,256,6.0,13,5.76,19.5,0.5,0.0,1.0,21.8,0.8000000000000007,18.116666666666667
1.0,82,2.0,82,1.37,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,8.100000000000001
5.0,41,6.0,238,1.33,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,5.316666666666663
0.0,82,2.0,7,4.3,14.5,0.5,0.0,3.16,18.96,0.8000000000000007,11.516666666666667
5.0,82,5.0,56,0.88,6.0,0.5,0.0,1.46,8.76,0.7999999999999998,5.983333333333334
3.0,82,5.0,102,3.33,13.0,0.5,0.0,2.86,17.16,0.8000000000000007,13.166666666666664
0.0,217,0.0,256,0.6,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.05
3.0,82,4.0,173,1.69,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,7.2166666666666615
1.0,145,1.0,145,0.13,3.0,0.5,0.0,0.0,4.3,0.7999999999999998,1.1333333333333346
1.0,145,3.0,49,4.93,17.0,0.5,0.0,4.0,22.3,0.8000000000000007,15.350000000000001
0.0,244,0.0,244,0.81,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,5.366666666666667
4.0,244,4.0,244,0.47,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.5333333333333314
3.0,196,3.0,173,1.37,7.0,0.5,0.0,1.66,9.96,0.8000000000000007,7.333333333333336
2.0,52,2.0,181,1.34,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,4.966666666666665
4.0,41,4.0,42,0.51,3.5,0.5,0.0,0.0,4.8,0.7999999999999998,1.8166666666666629
4.0,82,5.0,70,2.67,10.0,0.5,0.0,0.0,11.3,0.8000000000000007,7.316666666666663
5.0,193,7.0,25,6.55,21.0,0.5,0.0,0.0,22.3,0.8000000000000007,17.066666666666663
1.0,17,1.0,17,4.1,2.5,0.5,0.0,0.0,3.8,0.7999999999999998,0.05000000000000071
1.0,134,2.0,197,2.16,8.5,0.5,0.0,1.96,11.76,0.7999999999999989,7.899999999999999
1.0,33,1.0,25,0.74,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,2.4833333333333343
2.0,25,4.0,263,10.61,30.0,0.5,0.0,6.26,37.56,0.8000000000000043,21.316666666666666
3.0,260,3.0,260,0.6,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,3.75
3.0,255,4.0,256,0.84,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.93333333333333
0.0,82,0.0,83,1.16,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.033333333333334
3.0,82,3.0,83,1.18,6.0,0.5,0.0,1.46,8.76,0.7999999999999998,5.216666666666669
5.0,82,6.0,196,2.18,10.0,0.5,0.0,0.0,11.3,0.8000000000000007,10.63333333333334
2.0,130,3.0,10,1.45,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,4.883333333333333
0.0,179,1.0,179,0.67,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.799999999999999
2.0,82,3.0,56,0.93,5.5,0.5,0.0,2.04,8.84,0.8000000000000007,4.866666666666671
4.0,82,5.0,56,0.94,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,5.56666666666667
3.0,223,3.0,223,0.48,3.5,0.5,0.0,1.44,6.24,0.8000000000000007,2.1499999999999986
0.0,210,0.0,150,1.2,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,3.95
0.0,65,0.0,97,0.18,-3.0,-0.5,0.0,0.0,-4.3,-0.7999999999999998,1.5999999999999999
0.0,65,0.0,97,0.18,3.0,0.5,0.0,0.0,4.3,0.7999999999999998,1.5999999999999999
1.0,7,2.0,82,2.03,9.5,0.5,0.0,0.0,10.8,0.8000000000000007,10.450000000000001
5.0,7,5.0,7,0.59,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,3.9000000000000057
2.0,130,3.0,191,2.35,9.0,0.5,0.0,0.0,10.3,0.8000000000000007,7.683333333333334
4.0,130,4.0,28,0.85,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,3.9166666666666643
6.0,82,7.0,56,1.07,6.0,0.5,0.0,1.46,8.76,0.7999999999999998,5.799999999999997
7.0,82,8.0,160,1.02,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,3.3666666666666742
2.0,97,3.0,49,1.29,8.0,0.5,0.0,0.7,10.0,0.8000000000000007,8.783333333333331
4.0,97,5.0,181,1.58,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,6.699999999999996
1.0,95,2.0,95,0.57,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.75
2.0,95,3.0,131,3.8,12.5,0.5,0.0,0.0,13.8,0.8000000000000007,9.05
4.0,61,5.0,177,3.1,11.5,0.5,0.0,0.0,12.8,0.8000000000000007,12.516666666666666
2.0,41,2.0,42,0.49,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.8999999999999986
2.0,42,3.0,152,1.24,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,5.9999999999999964
4.0,20,5.0,182,3.68,13.0,0.5,0.0,2.86,17.16,0.8000000000000007,10.666666666666664
0.0,80,1.0,112,1.64,7.5,0.5,0.0,2.2,11.0,0.8000000000000007,7.416666666666667
2.0,255,3.0,144,3.41,12.5,0.5,0.0,2.76,16.56,0.7999999999999989,12.3
4.0,25,5.0,77,5.34,18.0,0.5,0.0,0.0,19.3,0.8000000000000007,19.099999999999994
0.0,75,0.0,140,1.76,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,5.216666666666667
3.0,41,4.0,166,0.83,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,3.7166666666666686
5.0,60,7.0,182,2.13,10.0,0.5,0.0,0.0,11.3,0.8000000000000007,11.666666666666664
1.0,7,1.0,7,0.99,6.0,0.5,0.0,1.46,8.76,0.7999999999999998,6.450000000000001
3.0,7,5.0,230,3.99,14.5,0.5,0.0,0.0,15.8,0.8000000000000007,14.56666666666667
1.0,145,3.0,145,3.04,16.5,0.5,0.0,0.0,17.8,0.8000000000000007,21.633333333333336
4.0,145,5.0,80,2.8,11.0,0.5,0.0,3.69,15.99,0.8000000000000007,10.666666666666664
3.0,244,4.0,119,1.9,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,6.88333333333334
0.0,61,1.0,71,3.4,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,12.7
5.0,10,5.0,10,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.06666666666666998
1.0,37,3.0,160,3.72,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,13.316666666666663
2.0,256,2.0,36,1.34,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,5.483333333333334
4.0,260,5.0,82,1.74,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,9.733333333333334
1.0,66,2.0,249,3.29,12.0,0.5,0.0,2.0,15.3,0.8000000000000007,10.649999999999999
3.0,42,4.0,152,1.6,8.5,0.5,0.0,1.2,11.0,0.8000000000000007,9.583333333333336
4.0,41,4.0,41,0.4,3.0,0.5,0.0,0.0,4.3,0.7999999999999998,1.0
3.0,129,4.0,56,1.6,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.783333333333331
3.0,41,4.0,74,1.32,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,7.483333333333334
0.0,65,1.0,195,2.1,10.5,0.5,0.0,2.95,14.75,0.8000000000000007,11.133333333333335
2.0,92,2.0,92,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.05000000000000071
1.0,49,3.0,114,4.64,17.0,0.5,0.0,0.0,18.3,0.8000000000000007,17.700000000000003
6.0,181,6.0,181,1.16,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.050000000000004
3.0,181,3.0,181,1.35,7.0,0.5,0.0,2.08,10.38,0.8000000000000007,5.666666666666664
4.0,181,5.0,49,2.61,10.0,0.5,0.0,2.26,13.56,0.8000000000000007,9.716666666666669
5.0,49,5.0,61,0.68,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,2.5833333333333357
3.0,41,4.0,116,2.05,9.0,0.5,0.0,2.58,12.88,0.8000000000000007,9.25
0.0,65,1.0,49,1.93,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,7.699999999999999
4.0,65,6.0,17,3.34,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,14.166666666666664
2.0,260,3.0,82,1.65,10.5,0.5,0.0,0.0,11.8,0.8000000000000007,13.766666666666666
6.0,260,7.0,129,1.97,8.5,0.5,0.0,1.96,11.76,0.7999999999999989,8.800000000000004
1.0,256,2.0,255,0.56,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,3.0666666666666664
2.0,255,3.0,256,1.26,6.5,0.5,0.0,1.0,8.8,0.8000000000000007,6.800000000000001
3.0,255,4.0,112,1.36,6.0,0.5,0.0,1.82,9.12,0.7999999999999989,4.149999999999999
5.0,255,6.0,36,3.58,14.0,0.5,0.0,3.06,18.36,0.8000000000000007,14.633333333333333
2.0,127,2.0,127,0.45,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,4.616666666666667
3.0,42,4.0,69,2.33,9.5,0.5,0.0,0.0,10.8,0.8000000000000007,9.56666666666667
4.0,43,4.0,263,0.72,5.0,0.5,0.0,0.94,9.19,2.75,4.616666666666667
1.0,65,3.0,37,4.03,15.5,0.5,0.0,0.0,16.8,0.8000000000000007,16.849999999999994
2.0,17,3.0,61,0.8,5.0,0.5,0.0,1.0,7.3,0.7999999999999998,4.333333333333332
2.0,82,2.0,83,0.88,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.449999999999999
3.0,223,4.0,223,1.13,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,4.883333333333333
4.0,223,4.0,223,0.0,7.3,0.0,0.0,0.0,7.3,0.0,0.11666666666666714
5.0,223,5.0,223,0.62,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.3499999999999943
5.0,41,6.0,116,1.46,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.116666666666667
3.0,130,4.0,10,2.85,10.5,0.5,0.0,0.0,11.8,0.8000000000000007,7.600000000000001
0.0,97,1.0,232,3.12,12.0,0.5,0.0,0.0,13.3,0.8000000000000007,10.733333333333333
3.0,49,4.0,225,1.58,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,7.316666666666663
2.0,66,4.0,17,3.83,15.0,0.5,0.0,1.0,17.3,0.8000000000000007,17.166666666666664
4.0,129,5.0,82,0.76,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,6.900000000000006
2.0,223,3.0,223,0.46,4.0,0.5,0.0,1.06,6.36,0.7999999999999998,2.8166666666666664
2.0,97,2.0,49,1.44,7.0,0.5,0.0,1.66,9.96,0.8000000000000007,7.133333333333336
4.0,97,5.0,188,2.55,9.5,0.5,0.0,2.16,12.96,0.8000000000000007,8.299999999999997
3.0,260,4.0,82,1.1,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,6.966666666666669
0.0,41,1.0,119,3.35,12.5,0.5,0.0,0.0,13.8,0.8000000000000007,11.816666666666668
4.0,255,5.0,198,3.03,11.5,0.5,0.0,3.2,16.0,0.8000000000000007,11.549999999999997
2.0,223,3.0,7,1.21,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.616666666666667
4.0,223,4.0,179,0.64,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,3.1000000000000014
2.0,7,3.0,202,1.7,8.0,0.5,0.0,2.7,12.0,0.8000000000000007,8.366666666666667
4.0,145,4.0,226,0.6,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,2.9166666666666714
3.0,256,4.0,198,3.6,13.5,0.5,0.0,0.0,14.8,0.8000000000000007,13.233333333333334
3.0,66,3.0,231,1.77,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,5.299999999999997
5.0,129,5.0,129,1.51,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,7.733333333333334
2.0,42,2.0,75,1.75,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,7.766666666666666
3.0,74,3.0,42,1.66,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.533333333333331
5.0,247,6.0,42,0.8,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,2.8000000000000043
2.0,255,3.0,80,0.84,5.5,0.5,0.0,1.36,8.16,0.7999999999999998,5.949999999999996
4.0,255,5.0,79,2.79,10.0,0.5,0.0,0.0,11.3,0.8000000000000007,8.716666666666669
0.0,7,1.0,223,1.5,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,8.75
3.0,7,3.0,179,1.2,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,4.266666666666662
2.0,41,5.0,90,5.74,23.0,0.5,0.0,0.0,24.3,0.8000000000000007,29.750000000000004
4.0,168,6.0,208,7.33,21.5,0.5,0.0,0.0,22.8,0.8000000000000007,11.550000000000004
4.0,216,6.0,36,1.54,30.0,0.0,0.0,0.0,30.0,0.0,17.4
4.0,116,5.0,41,1.99,9.0,0.5,0.0,2.58,12.88,0.8000000000000007,9.366666666666667
1.0,82,2.0,83,1.68,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,7.550000000000001
1.0,19,4.0,28,5.92,21.0,0.5,0.0,0.0,22.3,0.8000000000000007,21.083333333333336
4.0,28,5.0,191,4.69,16.5,0.5,0.0,0.0,17.8,0.8000000000000007,17.150000000000006
1.0,145,1.0,145,0.2,3.5,0.5,0.0,0.0,4.8,0.7999999999999998,2.0
3.0,17,5.0,36,2.69,12.0,0.5,0.0,2.66,15.96,0.8000000000000007,13.733333333333334
1.0,82,2.0,82,1.25,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,5.700000000000001
2.0,82,3.0,157,1.1,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,2.93333333333333
0.0,82,1.0,129,1.3,7.0,0.5,0.0,1.65,9.95,0.7999999999999989,7.2666666666666675
5.0,129,6.0,129,0.5,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.616666666666667
0.0,74,1.0,223,3.66,12.0,0.5,5.76,0.0,19.06,0.8000000000000007,7.1499999999999995
4.0,42,4.0,42,0.6,4.0,0.5,0.0,0.0,5.3,0.7999999999999998,2.200000000000003
0.0,244,1.0,244,1.0,5.5,0.5,0.0,1.7,8.5,0.7999999999999998,4.216666666666666
2.0,244,3.0,137,10.28,28.0,0.5,0.0,5.0,34.3,0.7999999999999972,16.816666666666663
1.0,166,1.0,238,1.19,6.5,0.5,0.0,1.0,8.8,0.8000000000000007,4.916666666666668
5.0,42,6.0,243,4.01,13.0,0.5,0.0,0.0,14.3,0.8000000000000007,8.916666666666664
2.0,82,4.0,244,9.19,26.5,0.5,5.76,0.0,33.56,0.8000000000000043,16.199999999999996
2.0,145,3.0,121,8.42,24.5,0.5,0.0,0.0,25.8,0.8000000000000007,16.65
5.0,129,6.0,7,1.92,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,5.833333333333329
2.0,181,3.0,25,1.65,7.5,0.5,0.0,1.2,10.0,0.8000000000000007,7.350000000000001
5.0,189,6.0,89,3.08,12.0,0.5,0.0,0.0,13.3,0.8000000000000007,12.899999999999999
0.0,256,1.0,14,9.08,25.5,0.5,0.0,5.36,32.16,0.7999999999999972,16.116666666666667
2.0,95,3.0,95,0.57,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,4.199999999999999
1.0,242,2.0,208,1.51,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.166666666666668
6.0,250,7.0,242,1.19,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,6.050000000000011
1.0,210,2.0,210,0.6,4.5,0.5,0.0,1.15,6.95,0.7999999999999998,2.6833333333333336
2.0,260,2.0,260,0.52,4.5,0.5,0.0,0.0,5.8,0.7999999999999998,4.016666666666669
0.0,255,2.0,61,3.71,15.5,0.5,0.0,0.0,16.8,0.8000000000000007,18.766666666666666
3.0,97,4.0,148,2.36,9.0,0.5,0.0,2.06,12.36,0.7999999999999989,6.783333333333331
2.0,145,4.0,96,10.1,29.0,0.5,0.0,5.0,35.3,0.7999999999999972,20.4
3.0,80,3.0,112,1.44,7.0,0.5,0.0,1.66,9.96,0.8000000000000007,5.883333333333333
5.0,75,5.0,75,0.2,-3.0,-0.5,0.0,0.0,-4.3,-0.7999999999999998,1.6666666666666643
5.0,75,5.0,75,0.2,3.0,0.5,0.0,0.0,4.3,0.7999999999999998,1.6666666666666643
6.0,42,7.0,74,1.06,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.11666666666666
3.0,97,4.0,106,0.87,5.5,0.5,0.0,1.36,8.16,0.7999999999999998,4.600000000000001
4.0,181,4.0,40,1.06,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.200000000000003
1.0,75,1.0,41,1.07,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,4.400000000000002
1.0,7,2.0,7,0.7,5.0,0.5,0.0,1.0,7.3,0.7999999999999998,4.666666666666668
0.0,42,0.0,168,1.0,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.516666666666666
1.0,247,3.0,136,3.7,14.0,0.5,0.0,0.0,15.3,0.8000000000000007,14.399999999999999
1.0,129,3.0,226,2.0,11.0,0.5,0.0,0.0,12.3,0.8000000000000007,14.350000000000001
1.0,95,1.0,134,1.48,7.5,0.5,0.0,0.0,8.8,0.8000000000000007,7.683333333333332
2.0,134,2.0,134,0.97,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.900000000000002
3.0,134,3.0,28,1.17,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,5.483333333333334
5.0,134,8.0,162,8.49,30.5,0.5,0.0,7.95,39.75,0.7999999999999972,34.18333333333333
5.0,41,6.0,168,1.7,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,8.416666666666664
0.0,129,1.0,129,0.65,4.5,0.5,0.0,1.45,7.25,0.7999999999999998,3.5500000000000007
4.0,83,4.0,226,1.26,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.950000000000003
5.0,260,5.0,129,1.94,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,7.666666666666664
2.0,83,2.0,129,0.59,5.5,0.5,0.0,0.0,6.8,0.7999999999999998,5.416666666666668
4.0,129,5.0,129,1.2,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,7.166666666666671
3.0,256,4.0,112,1.39,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,7.716666666666669
5.0,255,7.0,230,7.2,30.0,0.0,0.0,0.0,30.0,0.0,22.049999999999997
0.0,74,1.0,42,1.3,6.5,0.5,0.0,0.0,7.8,0.7999999999999998,5.716666666666667
4.0,41,5.0,75,1.2,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,6.883333333333333
5.0,74,8.0,68,6.3,21.0,0.5,0.0,2.0,24.3,0.8000000000000007,23.18333333333333
1.0,260,2.0,82,1.33,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,7.633333333333333
4.0,260,5.0,82,1.87,9.0,0.5,0.0,2.06,12.36,0.7999999999999989,10.13333333333334
5.0,83,7.0,56,5.4,20.0,0.5,0.0,0.0,21.3,0.8000000000000007,21.233333333333334
2.0,40,4.0,85,5.7,19.5,0.5,0.0,0.0,20.8,0.8000000000000007,19.299999999999997
0.0,181,0.0,49,1.85,8.5,0.5,0.0,0.0,9.8,0.8000000000000007,8.283333333333333
3.0,145,3.0,193,1.48,7.0,0.5,0.0,1.66,9.96,0.8000000000000007,6.049999999999997
1.0,95,4.0,198,5.63,23.5,0.5,0.0,0.0,24.8,0.8000000000000007,31.48333333333333
1.0,145,1.0,226,1.53,8.0,0.5,0.0,2.32,11.62,0.7999999999999989,7.5166666666666675
2.0,255,2.0,112,0.78,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,3.6666666666666643
1.0,130,3.0,205,4.05,13.5,0.5,0.0,0.0,14.8,0.8000000000000007,13.016666666666666
0.0,255,1.0,80,1.05,7.0,0.5,0.0,2.08,10.38,0.8000000000000007,7.9833333333333325
4.0,130,5.0,56,5.1,15.5,0.5,0.0,3.36,20.16,0.8000000000000007,8.966666666666669
5.0,129,5.0,129,0.9,6.0,0.5,0.0,0.0,7.3,0.7999999999999998,6.333333333333336
3.0,223,4.0,7,1.64,8.0,0.5,0.0,2.79,12.09,0.8000000000000007,7.716666666666669
5.0,25,6.0,256,4.67,14.0,0.5,0.0,2.0,17.3,0.8000000000000007,7.599999999999994
2.0,7,3.0,7,0.8,5.0,0.5,0.0,0.0,6.3,0.7999999999999998,4.550000000000001
5.0,7,5.0,7,0.46,3.5,0.5,0.0,1.2,6.0,0.7999999999999998,1.9166666666666714
0.0,129,0.0,129,0.54,4.5,0.5,0.0,1.0,6.8,0.7999999999999998,4.05
1.0,212,2.0,212,0.0,70.0,0.0,0.0,0.0,70.0,0.0,3.400000000000002
0.0,25,1.0,189,1.35,7.0,0.5,0.0,0.0,8.3,0.8000000000000007,7.533333333333331
3.0,7,3.0,7,0.69,4.5,0.5,0.0,1.16,6.96,0.7999999999999998,3.599999999999998
5.0,74,6.0,116,1.9,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,7.333333333333329
1.0,95,2.0,130,2.58,11.0,0.5,0.0,0.0,12.3,0.8000000000000007,10.816666666666666
2.0,134,3.0,28,2.05,8.0,0.5,0.0,0.0,9.3,0.8000000000000007,5.466666666666665
