pickup_t,pickup_location_id,dropoff_t,dropoff_location_id,trip_distance,fare_amount,mta_tax,tolls_amount,tip_amount,total_amount,extra,trip_time
69.0,136,72.0,51,5.8,22.0,0.5,0.0,3.42,26.22,0.2999999999999972,25.483333333333235
66.0,82,68.0,258,4.7,19.5,0.5,0.0,0.0,20.3,0.3000000000000007,25.216666666666697
70.0,56,71.0,173,1.1,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.9833333333333485
69.0,173,70.0,134,3.5,13.5,0.5,0.0,0.0,14.3,0.3000000000000007,15.116666666666674
70.0,134,71.0,92,4.6,14.5,0.5,0.0,0.0,15.3,0.3000000000000007,8.433333333333394
66.0,208,67.0,51,3.1,11.5,0.5,0.0,0.0,12.3,0.3000000000000007,9.700000000000045
69.0,242,70.0,51,5.39,18.0,0.5,0.0,0.0,18.8,0.3000000000000007,16.75
69.0,210,71.0,123,2.74,14.5,0.5,0.0,0.0,15.3,0.3000000000000007,19.56666666666672
69.0,116,70.0,142,5.22,19.0,0.5,0.0,0.0,19.8,0.3000000000000007,18.23333333333335
68.0,18,68.0,20,0.6,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,5.2666666666666515
67.0,247,67.0,247,0.02,2.5,0.5,0.0,0.0,3.3,0.2999999999999998,0.5
69.0,247,70.0,247,0.22,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,10.216666666666583
71.0,95,72.0,28,1.91,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,9.483333333333348
68.0,220,69.0,200,1.17,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,6.2000000000000455
68.0,181,71.0,256,6.26,20.5,0.5,0.0,3.0,24.3,0.3000000000000007,22.333333333333258
71.0,256,71.0,255,0.34,3.5,0.5,0.0,1.08,5.38,0.2999999999999998,1.8333333333333712
70.0,75,71.0,236,0.88,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,8.450000000000045
70.0,18,73.0,151,9.64,30.5,0.5,0.0,0.0,31.3,0.3000000000000007,29.316666666666606
71.0,244,72.0,235,1.69,8.0,0.5,0.0,0.0,8.8,0.3000000000000007,8.716666666666583
70.0,74,71.0,116,2.24,9.5,0.5,0.0,2.06,12.36,0.2999999999999989,10.783333333333303
68.0,166,69.0,116,1.66,8.0,0.5,0.0,0.0,8.8,0.3000000000000007,8.81666666666672
70.0,41,70.0,41,0.38,4.0,0.5,0.0,0.0,4.8,0.2999999999999998,3.25
67.0,14,67.0,14,0.8,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,2.816666666666606
69.0,14,69.0,14,0.85,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,4.116666666666674
71.0,14,71.0,14,0.92,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,3.4833333333333485
69.0,74,71.0,244,3.21,14.5,0.5,0.0,3.06,18.36,0.3000000000000007,18.800000000000068
67.0,42,68.0,119,1.56,15.0,0.0,0.0,0.0,15.0,0.0,8.466666666666583
69.0,243,70.0,74,4.65,16.0,0.5,0.0,0.0,16.8,0.3000000000000007,13.833333333333371
69.0,62,71.0,97,2.25,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,14.616666666666674
67.0,75,68.0,236,0.49,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,5.650000000000091
70.0,263,71.0,74,1.65,8.0,0.5,0.0,1.2,10.0,0.3000000000000007,8.099999999999909
71.0,74,73.0,69,2.15,11.0,0.5,0.0,0.0,11.8,0.3000000000000007,13.399999999999977
70.0,39,72.0,155,3.12,13.5,0.5,0.0,0.0,14.3,0.3000000000000007,16.81666666666672
71.0,74,74.0,230,4.7,21.5,0.5,0.0,2.23,24.53,0.3000000000000007,29.700000000000045
68.0,63,69.0,37,2.02,8.5,0.5,0.0,0.0,9.3,0.3000000000000007,8.699999999999932
67.0,130,68.0,130,0.56,8.0,0.5,0.0,0.0,8.8,0.3000000000000007,11.333333333333371
66.0,42,67.0,41,0.69,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,4.7333333333333485
69.0,42,70.0,41,1.13,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,8.399999999999977
71.0,42,71.0,247,1.41,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,7.599999999999909
66.0,82,66.0,56,0.18,20.0,0.0,0.0,4.0,24.0,0.0,0.38333333333332575
66.0,75,68.0,116,3.1,13.5,0.5,0.0,1.0,15.3,0.3000000000000007,16.350000000000023
71.0,75,72.0,166,1.4,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,8.5
67.0,81,68.0,259,2.2,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,9.199999999999932
67.0,74,68.0,238,2.48,11.5,0.5,0.0,0.0,12.3,0.3000000000000007,13.849999999999909
70.0,152,71.0,263,2.96,13.0,0.5,0.0,0.0,13.8,0.3000000000000007,16.049999999999955
68.0,41,69.0,42,1.21,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.4166666666667425
70.0,42,71.0,238,2.45,11.0,0.5,0.0,2.36,14.16,0.3000000000000007,12.81666666666672
68.0,95,70.0,197,3.26,15.0,0.5,0.0,0.0,15.8,0.3000000000000007,20.48333333333335
69.0,95,72.0,113,9.19,31.0,0.5,5.76,0.0,37.56,0.30000000000000426,31.75
71.0,129,73.0,146,3.0,13.5,0.5,0.0,0.0,14.3,0.3000000000000007,17.48333333333335
66.0,52,66.0,195,1.2,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,4.733333333333235
66.0,40,69.0,225,4.97,21.0,0.5,0.0,4.0,25.8,0.3000000000000007,29.283333333333417
70.0,116,71.0,151,2.1,10.5,0.5,0.0,2.26,13.56,0.3000000000000007,11.883333333333326
70.0,95,72.0,233,9.02,29.5,0.5,5.76,5.0,41.06,0.30000000000000426,26.58333333333337
66.0,92,67.0,171,2.15,9.5,0.5,0.0,2.06,12.36,0.2999999999999989,11.299999999999955
68.0,145,68.0,145,0.7,5.0,0.5,0.0,0.8,6.6,0.2999999999999998,4.616666666666674
69.0,145,71.0,237,3.5,15.0,0.5,0.0,3.15,18.95,0.3000000000000007,18.233333333333235
68.0,177,71.0,39,6.58,26.0,0.5,0.0,0.0,26.8,0.3000000000000007,31.66666666666663
68.0,196,69.0,95,0.67,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,4.4833333333333485
70.0,74,73.0,107,6.5,24.0,0.5,0.0,4.95,29.75,0.3000000000000007,32.01666666666665
69.0,179,70.0,226,2.11,10.0,0.5,0.0,2.16,12.96,0.3000000000000007,11.866666666666674
70.0,226,71.0,129,1.95,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,9.81666666666672
67.0,130,68.0,197,2.18,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,10.383333333333326
67.0,260,70.0,112,4.1,19.5,0.5,0.0,0.0,20.3,0.3000000000000007,26.783333333333417
66.0,91,70.0,37,6.29,27.0,0.5,0.0,0.0,27.8,0.3000000000000007,38.7833333333333
72.0,36,75.0,65,3.73,23.5,0.5,0.0,0.0,24.3,0.3000000000000007,37.866666666666674
71.0,166,72.0,238,1.7,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,11.016666666666652
66.0,223,67.0,179,0.96,7.0,0.5,0.0,2.34,10.14,0.3000000000000007,7.666666666666629
67.0,223,68.0,223,2.29,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,7.81666666666672
68.0,223,68.0,223,0.11,3.0,0.5,0.0,0.0,3.8,0.2999999999999998,1.2333333333333485
71.0,223,72.0,138,2.86,10.5,0.5,0.0,0.0,11.3,0.3000000000000007,7.466666666666697
69.0,254,72.0,208,7.13,25.5,0.5,0.0,0.0,26.3,0.3000000000000007,22.966666666666697
66.0,129,66.0,129,0.47,4.0,0.5,0.0,0.0,4.8,0.2999999999999998,3.0333333333334167
67.0,260,68.0,226,1.05,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,8.18333333333328
72.0,129,73.0,226,2.11,10.0,0.5,0.0,0.0,10.8,0.3000000000000007,11.75
69.0,52,71.0,61,2.8,15.0,0.5,0.0,3.95,19.75,0.3000000000000007,21.933333333333394
67.0,82,68.0,129,0.56,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,8.649999999999977
69.0,129,72.0,132,13.81,39.0,0.5,0.0,5.0,44.8,0.2999999999999972,27.26666666666665
69.0,134,71.0,179,9.22,27.0,0.5,0.0,0.0,27.8,0.3000000000000007,19.966666666666697
71.0,7,72.0,223,1.3,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,8.049999999999955
69.0,42,69.0,41,0.32,3.5,0.5,0.0,0.86,5.16,0.2999999999999998,1.5666666666667197
70.0,42,71.0,69,1.61,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,6.666666666666629
69.0,174,69.0,174,0.27,3.0,0.5,0.0,0.0,3.8,0.2999999999999998,0.8666666666665606
67.0,134,70.0,92,4.45,20.5,0.5,0.0,0.0,21.3,0.3000000000000007,26.81666666666672
70.0,92,71.0,196,4.81,16.5,0.5,0.0,0.0,17.3,0.3000000000000007,14.966666666666697
70.0,17,72.0,37,2.37,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,16.800000000000068
66.0,25,70.0,72,5.73,25.5,0.5,0.0,0.0,26.3,0.3000000000000007,35.299999999999955
69.0,260,70.0,226,0.9,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,4.883333333333326
71.0,226,72.0,129,3.6,0.0,0.0,0.0,0.0,0.0,0.0,14.816666666666606
67.0,82,68.0,92,3.2,13.0,0.5,0.0,0.0,13.8,0.3000000000000007,16.616666666666674
67.0,152,68.0,42,1.3,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.2333333333333485
69.0,41,70.0,74,0.96,5.5,0.5,0.0,1.26,7.56,0.2999999999999998,4.849999999999909
71.0,74,75.0,68,7.97,32.0,0.5,0.0,0.0,32.8,0.2999999999999972,36.549999999999955
68.0,188,70.0,181,2.83,12.5,0.5,0.0,0.0,13.3,0.3000000000000007,14.766666666666652
67.0,25,68.0,189,1.56,9.5,0.5,0.0,2.58,12.88,0.3000000000000007,11.716666666666697
68.0,189,70.0,40,2.38,12.0,0.5,0.0,2.56,17.31,2.2499999999999982,15.533333333333417
69.0,121,69.0,130,1.11,10.0,0.0,0.0,0.0,10.0,0.0,5.883333333333326
68.0,75,69.0,42,1.99,9.0,0.5,0.0,4.2,14.0,0.3000000000000007,9.966666666666697
68.0,145,70.0,107,3.14,13.0,0.5,5.76,3.0,22.56,0.3000000000000007,17.76666666666665
67.0,65,67.0,33,0.7,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,4.116666666666674
68.0,25,70.0,133,4.9,18.5,0.5,0.0,0.0,19.3,0.3000000000000007,22.866666666666674
69.0,7,70.0,7,1.14,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,6.733333333333235
71.0,7,72.0,260,0.75,5.5,0.5,0.0,1.26,7.56,0.2999999999999998,5.4500000000000455
69.0,173,69.0,82,1.5,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.183333333333394
66.0,74,68.0,237,2.48,15.5,0.5,0.0,0.0,16.3,0.3000000000000007,22.65000000000009
70.0,134,71.0,131,2.42,10.5,0.5,0.0,0.0,11.3,0.3000000000000007,10.350000000000023
68.0,41,68.0,24,0.7,4.5,0.5,0.0,1.0,6.3,0.2999999999999998,3.550000000000068
67.0,223,68.0,138,2.83,10.0,0.5,0.0,0.0,10.8,0.3000000000000007,6.349999999999909
70.0,223,71.0,138,2.87,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,4.283333333333303
71.0,129,73.0,70,2.32,12.5,0.5,0.0,0.0,13.3,0.3000000000000007,17.433333333333394
69.0,82,70.0,260,1.0,6.0,0.5,0.0,0.0,6.8,0.2999999999999998,6.349999999999909
68.0,133,69.0,181,2.52,10.0,0.5,0.0,0.0,10.8,0.3000000000000007,9.783333333333303
71.0,97,73.0,71,4.4,18.0,0.5,0.0,0.0,18.8,0.3000000000000007,22.833333333333258
66.0,129,67.0,260,0.9,5.5,0.5,0.0,2.0,8.3,0.3000000000000007,5.0166666666666515
66.0,41,67.0,74,1.76,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,12.383333333333326
68.0,74,69.0,75,2.04,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,17.26666666666665
70.0,75,72.0,183,9.29,27.0,0.5,0.0,0.0,27.8,0.3000000000000007,20.866666666666674
69.0,97,72.0,170,6.9,25.0,0.5,0.0,0.0,25.8,0.3000000000000007,28.633333333333326
66.0,42,68.0,244,2.34,12.5,0.5,0.0,1.33,16.58,2.2499999999999982,16.23333333333335
69.0,244,70.0,238,4.14,13.5,0.5,0.0,3.58,17.88,0.3000000000000007,11.06666666666672
66.0,41,66.0,41,0.5,4.0,0.5,0.0,0.0,4.8,0.2999999999999998,3.1166666666666742
66.0,66,67.0,231,1.65,8.0,0.5,0.0,2.2,11.0,0.3000000000000007,7.06666666666672
70.0,74,71.0,74,0.6,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,3.6166666666666742
68.0,74,69.0,74,1.3,8.5,0.0,0.0,0.0,8.5,0.0,10.799999999999955
69.0,75,70.0,168,2.17,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,9.166666666666629
68.0,243,72.0,141,8.06,29.5,0.5,0.0,6.06,36.36,0.2999999999999972,37.383333333333326
68.0,66,70.0,112,3.72,14.5,0.5,0.0,0.0,15.3,0.3000000000000007,17.466666666666697
67.0,76,70.0,97,6.04,25.5,0.5,0.0,0.0,26.3,0.3000000000000007,32.0
68.0,75,70.0,239,2.19,12.5,0.5,0.0,2.66,15.96,0.3000000000000007,17.01666666666665
68.0,134,69.0,95,1.71,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,9.449999999999932
70.0,134,71.0,95,0.78,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,7.616666666666674
67.0,75,67.0,75,1.03,6.5,0.5,0.0,1.46,8.76,0.2999999999999989,7.0166666666666515
68.0,43,69.0,263,1.55,9.5,0.5,0.0,2.06,12.36,0.2999999999999989,11.649999999999977
67.0,7,68.0,146,1.65,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,12.399999999999977
70.0,65,71.0,13,2.54,11.5,0.5,0.0,2.46,14.76,0.2999999999999989,12.050000000000068
70.0,42,71.0,75,1.81,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,10.0
67.0,74,68.0,262,1.8,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,11.033333333333303
69.0,75,70.0,166,1.7,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,11.083333333333258
71.0,166,72.0,74,1.1,7.0,0.5,0.0,1.55,9.35,0.2999999999999989,8.283333333333417
62.0,91,64.0,76,4.7,18.0,0.5,0.0,0.0,18.8,0.3000000000000007,19.58333333333337
65.0,76,66.0,35,2.62,11.5,0.5,0.0,0.0,12.3,0.3000000000000007,13.13333333333344
66.0,225,66.0,225,0.32,10.0,0.0,0.0,0.0,10.0,0.0,0.08333333333325754
70.0,145,72.0,83,3.96,14.5,0.5,0.0,3.06,18.36,0.3000000000000007,14.233333333333348
68.0,260,69.0,83,0.71,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,8.383333333333326
67.0,75,69.0,247,3.2,13.0,0.5,0.0,0.0,13.8,0.3000000000000007,15.399999999999977
70.0,42,71.0,74,1.3,8.0,0.5,0.0,0.0,8.8,0.3000000000000007,9.133333333333326
71.0,42,72.0,75,1.58,8.5,0.5,0.0,2.32,11.62,0.2999999999999989,8.616666666666674
71.0,97,72.0,188,3.09,13.0,0.5,0.0,0.0,13.8,0.3000000000000007,16.016666666666765
69.0,179,70.0,7,0.4,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,5.4833333333333485
66.0,159,66.0,159,0.0,2.5,0.5,0.0,0.0,3.3,0.2999999999999998,0.09999999999990905
71.0,244,75.0,170,9.18,33.0,0.5,0.0,0.0,33.8,0.2999999999999972,41.09999999999991
64.0,97,65.0,25,0.57,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,5.25
69.0,236,70.0,237,1.7,10.5,0.5,0.0,2.26,13.56,0.3000000000000007,13.733333333333348
72.0,75,76.0,161,2.72,26.0,0.5,0.0,5.36,32.16,0.2999999999999972,44.55000000000007
67.0,82,68.0,260,1.3,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,9.049999999999955
66.0,74,69.0,140,3.86,18.5,0.5,0.0,0.0,19.3,0.3000000000000007,28.949999999999932
70.0,75,71.0,69,3.19,11.0,0.5,0.0,0.0,11.8,0.3000000000000007,10.399999999999977
69.0,7,71.0,145,2.16,11.5,0.5,0.0,2.46,14.76,0.2999999999999989,15.75
68.0,25,69.0,45,2.17,10.0,0.5,0.0,2.16,12.96,0.3000000000000007,9.716666666666697
68.0,41,69.0,238,1.32,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.649999999999977
70.0,108,70.0,108,0.74,5.0,0.5,0.0,0.0,5.8,0.2999999999999998,5.0
67.0,82,68.0,82,2.57,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,16.033333333333417
66.0,116,68.0,166,2.49,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,15.516666666666652
67.0,185,68.0,51,2.34,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,10.483333333333348
66.0,129,68.0,226,2.45,13.0,0.5,0.0,0.0,13.8,0.3000000000000007,16.649999999999977
66.0,243,67.0,243,0.72,5.5,0.5,0.0,1.26,7.56,0.2999999999999998,5.600000000000023
70.0,243,70.0,243,0.99,6.0,0.5,0.0,1.36,8.16,0.2999999999999998,6.633333333333326
71.0,243,71.0,244,0.79,5.5,0.5,0.0,1.0,7.3,0.2999999999999998,4.683333333333394
70.0,69,73.0,32,6.28,24.0,0.5,0.0,0.0,24.8,0.3000000000000007,29.149999999999977
66.0,41,66.0,75,0.84,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,5.0166666666666515
67.0,74,68.0,41,1.14,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.433333333333394
69.0,95,70.0,28,1.67,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,6.616666666666674
69.0,226,70.0,226,0.8,5.5,0.5,0.0,0.7,7.0,0.2999999999999998,4.899999999999977
69.0,218,72.0,129,19.13,53.5,0.5,0.0,0.0,54.3,0.2999999999999972,34.5
68.0,7,71.0,161,3.47,18.5,0.5,0.0,1.0,20.3,0.3000000000000007,27.033333333333303
67.0,41,68.0,236,2.31,12.5,0.5,0.0,2.66,15.96,0.3000000000000007,17.93333333333328
71.0,75,71.0,75,0.79,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,2.7666666666666515
66.0,75,67.0,74,1.04,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,6.783333333333303
69.0,75,70.0,239,1.79,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,11.666666666666629
66.0,166,66.0,152,0.47,4.0,0.5,0.0,0.86,5.66,0.2999999999999998,2.099999999999909
70.0,244,71.0,244,0.65,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,10.233333333333348
71.0,225,73.0,65,3.96,17.0,0.5,0.0,0.0,17.8,0.3000000000000007,22.0
68.0,152,69.0,244,1.9,11.5,0.5,0.0,1.0,13.3,0.3000000000000007,15.266666666666652
70.0,244,73.0,230,6.4,26.5,0.5,0.0,1.0,28.3,0.3000000000000007,28.199999999999932
69.0,174,69.0,174,0.3,4.0,0.5,0.0,0.72,5.52,0.2999999999999998,3.566666666666606
67.0,17,72.0,227,8.65,36.5,0.5,0.0,0.0,37.3,0.2999999999999972,49.549999999999955
69.0,181,70.0,181,0.83,6.0,0.5,0.0,0.0,6.8,0.2999999999999998,7.850000000000023
70.0,75,71.0,42,3.02,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,12.866666666666674
69.0,247,71.0,18,4.0,16.5,0.5,0.0,0.1,17.4,0.2999999999999972,20.58333333333337
73.0,260,74.0,196,2.51,12.0,0.5,0.0,0.0,12.8,0.3000000000000007,14.333333333333371
70.0,75,71.0,262,1.39,10.5,0.5,0.0,2.26,13.56,0.3000000000000007,15.266666666666652
71.0,250,71.0,242,1.2,6.5,0.5,0.0,1.45,8.75,0.3000000000000007,6.316666666666606
68.0,43,70.0,141,1.48,14.5,0.5,0.0,2.0,17.3,0.3000000000000007,22.0
69.0,95,71.0,132,7.39,21.5,0.5,0.0,4.46,26.76,0.3000000000000007,15.199999999999932
71.0,49,71.0,97,1.01,5.5,0.5,0.0,1.89,8.19,0.2999999999999998,4.7000000000000455
69.0,82,71.0,7,5.2,20.5,0.5,0.0,0.0,21.3,0.3000000000000007,23.133333333333326
70.0,66,72.0,40,2.3,12.0,0.5,0.0,3.2,16.0,0.3000000000000007,16.549999999999955
71.0,244,71.0,243,0.77,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,4.399999999999977
72.0,52,73.0,137,5.92,18.5,0.5,0.0,0.0,19.3,0.3000000000000007,15.899999999999977
66.0,75,67.0,236,1.18,7.5,0.5,0.0,1.66,9.96,0.3000000000000007,8.983333333333348
67.0,97,67.0,65,0.34,3.5,0.5,0.0,0.0,4.3,0.2999999999999998,1.5833333333333712
66.0,181,67.0,181,2.0,11.5,0.5,0.0,2.46,14.76,0.2999999999999989,14.899999999999977
68.0,181,69.0,97,1.31,8.0,0.5,0.0,1.76,10.56,0.3000000000000007,9.049999999999955
71.0,169,74.0,47,2.8,15.5,0.5,0.0,0.0,16.3,0.3000000000000007,23.33333333333337
68.0,7,69.0,179,0.87,6.5,0.5,0.0,1.2,8.5,0.3000000000000007,7.5499999999999545
68.0,74,69.0,75,1.76,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,10.699999999999932
71.0,74,73.0,75,1.52,10.5,0.5,0.0,3.39,14.69,0.2999999999999989,14.0
68.0,168,69.0,247,1.09,9.5,0.5,0.0,0.0,10.3,0.3000000000000007,13.983333333333348
69.0,69,70.0,247,0.61,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,3.5166666666666515
68.0,260,71.0,80,3.4,16.5,0.5,0.0,0.0,17.3,0.3000000000000007,23.649999999999977
66.0,168,67.0,213,5.58,18.5,0.5,0.0,0.0,19.3,0.3000000000000007,14.616666666666674
69.0,126,70.0,32,4.73,16.0,0.5,0.0,0.0,16.8,0.3000000000000007,11.949999999999932
71.0,254,73.0,254,1.26,10.0,0.5,0.0,0.0,10.8,0.3000000000000007,13.833333333333371
67.0,66,68.0,97,1.36,7.0,0.5,0.0,1.25,9.05,0.3000000000000007,7.399999999999977
69.0,189,70.0,17,1.87,8.5,0.5,0.0,1.86,11.16,0.3000000000000007,8.466666666666697
71.0,49,72.0,231,2.83,11.5,0.5,0.0,2.46,14.76,0.2999999999999989,11.483333333333348
69.0,41,70.0,42,0.96,7.0,0.5,0.0,1.56,9.36,0.2999999999999989,9.049999999999955
71.0,166,72.0,236,2.38,12.5,0.5,0.0,0.0,13.3,0.3000000000000007,15.733333333333348
66.0,145,67.0,226,1.1,6.5,0.5,0.0,1.45,8.75,0.3000000000000007,7.083333333333371
68.0,244,69.0,244,0.43,6.0,0.5,0.0,0.0,6.8,0.2999999999999998,7.050000000000068
66.0,241,67.0,200,4.0,12.5,0.5,0.0,0.0,13.3,0.3000000000000007,7.06666666666672
69.0,220,69.0,220,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.03333333333330302
71.0,66,72.0,231,1.65,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,4.899999999999977
67.0,75,67.0,43,0.21,3.0,0.5,0.0,0.0,3.8,0.2999999999999998,0.9166666666666288
70.0,74,71.0,41,1.22,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,7.850000000000023
70.0,166,73.0,231,8.64,31.5,0.5,0.0,5.0,37.3,0.2999999999999972,35.2166666666667
73.0,196,74.0,95,0.92,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,9.716666666666697
68.0,95,69.0,95,1.1,7.5,0.5,0.0,0.0,8.3,0.3000000000000007,9.616666666666674
70.0,193,71.0,193,1.3,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,10.733333333333348
68.0,192,69.0,132,9.49,35.0,0.0,0.0,3.0,38.0,0.0,15.233333333333348
66.0,41,67.0,41,0.7,4.5,0.5,0.0,0.0,5.3,0.2999999999999998,3.099999999999909
67.0,42,69.0,74,1.93,11.0,0.5,0.0,0.0,11.8,0.3000000000000007,14.5
70.0,75,71.0,75,1.02,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,7.100000000000023
70.0,188,71.0,133,2.3,10.5,0.5,0.0,0.0,11.3,0.3000000000000007,12.399999999999977
69.0,166,69.0,166,0.37,3.5,0.5,0.0,0.0,4.3,0.2999999999999998,2.199999999999932
70.0,166,72.0,158,7.98,26.0,0.5,0.0,0.0,26.8,0.3000000000000007,23.850000000000023
68.0,82,69.0,160,1.7,8.0,0.5,0.0,0.0,8.8,0.3000000000000007,8.049999999999955
71.0,82,72.0,82,0.6,6.0,0.5,0.0,0.0,6.8,0.2999999999999998,6.9500000000000455
67.0,43,68.0,263,1.2,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,11.81666666666672
70.0,260,72.0,7,1.76,10.5,0.5,0.0,0.0,11.3,0.3000000000000007,14.600000000000023
70.0,75,70.0,236,0.51,5.0,0.5,0.0,1.45,7.25,0.2999999999999998,4.949999999999932
69.0,228,74.0,72,18.55,59.5,0.5,0.0,0.0,60.3,0.2999999999999972,54.35000000000002
65.0,22,68.0,227,2.89,16.5,0.5,0.0,0.0,17.3,0.3000000000000007,23.733333333333235
66.0,72,70.0,33,7.9,32.5,0.5,0.0,4.99,38.29,0.2999999999999972,43.700000000000045
67.0,131,69.0,70,7.31,23.0,0.5,0.0,0.0,23.8,0.3000000000000007,19.600000000000023
71.0,129,71.0,138,3.17,11.0,0.5,0.0,0.0,11.8,0.3000000000000007,6.416666666666629
69.0,174,71.0,78,3.07,15.5,0.5,0.0,0.0,16.3,0.3000000000000007,21.616666666666674
66.0,165,68.0,133,2.95,15.5,0.5,0.0,0.0,16.3,0.3000000000000007,21.616666666666674
71.0,130,72.0,132,5.53,18.0,0.5,0.0,3.76,22.56,0.3000000000000007,15.75
69.0,43,69.0,151,1.26,7.5,0.5,0.0,2.08,10.38,0.3000000000000007,8.25
71.0,75,74.0,237,2.11,17.5,0.5,0.0,3.66,21.96,0.3000000000000007,27.98333333333335
70.0,166,70.0,41,0.75,5.5,0.5,0.0,0.0,6.3,0.2999999999999998,6.2000000000000455
66.0,17,69.0,181,3.13,16.0,0.5,0.0,0.0,16.8,0.3000000000000007,22.40000000000009
67.0,41,68.0,168,1.99,9.0,0.5,0.0,0.0,9.8,0.3000000000000007,8.949999999999932
69.0,74,70.0,41,0.83,7.0,0.5,0.0,0.0,7.8,0.2999999999999998,8.283333333333303
68.0,166,69.0,75,2.7,12.5,0.5,0.0,0.0,13.3,0.3000000000000007,15.033333333333303
70.0,75,70.0,75,0.89,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,7.133333333333326
71.0,75,73.0,237,2.36,13.5,0.5,0.0,0.0,14.3,0.3000000000000007,19.100000000000023
68.0,61,68.0,49,1.26,6.5,0.5,0.0,1.46,8.76,0.2999999999999989,8.133333333333326
67.0,166,68.0,166,0.23,3.5,0.5,0.0,0.0,4.3,0.2999999999999998,2.1666666666666288
68.0,166,68.0,152,0.39,3.5,0.5,0.0,0.0,4.3,0.2999999999999998,1.966666666666697
69.0,166,69.0,41,0.5,4.5,0.5,0.0,1.0,6.3,0.2999999999999998,4.350000000000023
70.0,41,71.0,152,1.32,6.5,0.5,0.0,0.0,7.3,0.2999999999999998,6.366666666666674
71.0,152,71.0,152,0.93,5.0,0.5,0.0,1.74,7.54,0.2999999999999998,3.400000000000091
